"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,0004,國立臺灣師範大學,99999Z99,其他(包括行政助教),D 日,,0,7,0,30 臺北市,1 一般
112,0005,國立成功大學,01111103,教育研究所,D 日,D 博士,28,0,4,21 臺南市,1 一般
112,0005,國立成功大學,01111103,教育研究所,D 日,M 碩士,60,7,14,21 臺南市,1 一般
112,0005,國立成功大學,02121105,科技藝術碩士學位學程,D 日,M 碩士,20,4,9,21 臺南市,1 一般
112,0005,國立成功大學,02122112,創意產業設計研究所,D 日,D 博士,43,0,1,21 臺南市,1 一般
112,0005,國立成功大學,02122112,創意產業設計研究所,D 日,M 碩士,65,4,20,21 臺南市,1 一般
112,0005,國立成功大學,02123113,工業設計學系,D 日,D 博士,76,0,2,21 臺南市,1 一般
112,0005,國立成功大學,02123113,工業設計學系,D 日,M 碩士,98,0,41,21 臺南市,1 一般
112,0005,國立成功大學,02123113,工業設計學系,N 職,M 碩士,41,0,2,21 臺南市,1 一般
112,0005,國立成功大學,02123113,工業設計學系,D 日,B 學士,192,15,35,21 臺南市,1 一般
112,0005,國立成功大學,02152051,戲劇碩士學位學程,D 日,M 碩士,22,2,5,21 臺南市,1 一般
112,0005,國立成功大學,02191104,藝術研究所,D 日,M 碩士,51,6,10,21 臺南市,1 一般
112,0005,國立成功大學,02221110,歷史學系,D 日,D 博士,26,0,3,21 臺南市,1 一般
112,0005,國立成功大學,02221110,歷史學系,D 日,M 碩士,49,0,11,21 臺南市,1 一般
112,0005,國立成功大學,02221110,歷史學系,D 日,B 學士,240,23,37,21 臺南市,1 一般
112,0005,國立成功大學,02222111,考古學研究所,D 日,M 碩士,51,7,9,21 臺南市,1 一般
112,0005,國立成功大學,02299Y15,文學院,D 日,,0,1,0,21 臺南市,1 一般
112,0005,國立成功大學,02311108,外國語文學系,D 日,D 博士,20,0,3,21 臺南市,1 一般
112,0005,國立成功大學,02311108,外國語文學系,D 日,M 碩士,46,0,12,21 臺南市,1 一般
112,0005,國立成功大學,02311108,外國語文學系,D 日,B 學士,298,25,56,21 臺南市,1 一般
112,0005,國立成功大學,02321106,台灣文學系,D 日,D 博士,26,0,6,21 臺南市,1 一般
112,0005,國立成功大學,02321106,台灣文學系,D 日,M 碩士,51,0,9,21 臺南市,1 一般
112,0005,國立成功大學,02321106,台灣文學系,N 職,M 碩士,14,0,4,21 臺南市,1 一般
112,0005,國立成功大學,02321106,台灣文學系,D 日,B 學士,195,16,35,21 臺南市,1 一般
112,0005,國立成功大學,02322107,中國文學系,D 日,D 博士,34,0,4,21 臺南市,1 一般
112,0005,國立成功大學,02322107,中國文學系,D 日,M 碩士,70,0,16,21 臺南市,1 一般
112,0005,國立成功大學,02322107,中國文學系,D 日,B 學士,221,30,38,21 臺南市,1 一般
112,0005,國立成功大學,03111114,經濟學系,D 日,M 碩士,30,0,13,21 臺南市,1 一般
112,0005,國立成功大學,03111114,經濟學系,D 日,B 學士,273,14,46,21 臺南市,1 一般
112,0005,國立成功大學,03121115,政治學系政治經濟學博士班,D 日,D 博士,25,0,5,21 臺南市,1 一般
112,0005,國立成功大學,03121115,政治學系政治經濟學碩士班,D 日,M 碩士,34,0,15,21 臺南市,1 一般
112,0005,國立成功大學,03121115,政治學系政治經濟學碩士在職專班,N 職,M 碩士,44,0,6,21 臺南市,1 一般
112,0005,國立成功大學,03121115,政治學系,D 日,B 學士,261,17,52,21 臺南市,1 一般
112,0005,國立成功大學,03131117,心理學系,D 日,D 博士,8,0,0,21 臺南市,1 一般
112,0005,國立成功大學,03131117,心理學系,D 日,M 碩士,43,0,9,21 臺南市,1 一般
112,0005,國立成功大學,03131117,心理學系,D 日,B 學士,293,14,59,21 臺南市,1 一般
112,0005,國立成功大學,03131119,行為醫學研究所,D 日,M 碩士,35,5,7,21 臺南市,1 一般
112,0005,國立成功大學,03131129,心智科學原理與應用國際博士學位學程,D 日,D 博士,6,0,0,21 臺南市,1 一般
112,0005,國立成功大學,04111120,會計學系,D 日,D 博士,10,0,0,21 臺南市,1 一般
112,0005,國立成功大學,04111120,會計學系,D 日,M 碩士,91,0,35,21 臺南市,1 一般
112,0005,國立成功大學,04111120,會計學系,D 日,B 學士,251,1,68,21 臺南市,1 一般
112,0005,國立成功大學,04121126,財務金融研究所,D 日,D 博士,4,0,0,21 臺南市,1 一般
112,0005,國立成功大學,04121126,財務金融研究所,D 日,M 碩士,70,14,43,21 臺南市,1 一般
112,0005,國立成功大學,04121126,財務金融研究所,N 職,M 碩士,135,0,35,21 臺南市,1 一般
112,0005,國立成功大學,04131055,高階管理碩士在職專班(EMBA),N 職,M 碩士,261,0,64,21 臺南市,1 一般
112,0005,國立成功大學,04131056,電信管理研究所,D 日,M 碩士,36,4,9,21 臺南市,1 一般
112,0005,國立成功大學,04131121,企業管理學系,D 日,D 博士,8,0,1,21 臺南市,1 一般
112,0005,國立成功大學,04131121,企業管理學系,D 日,M 碩士,128,0,53,21 臺南市,1 一般
112,0005,國立成功大學,04131121,企業管理學系,N 職,M 碩士,96,0,25,21 臺南市,1 一般
112,0005,國立成功大學,04131121,企業管理學系,D 日,B 學士,232,14,54,21 臺南市,1 一般
112,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),D 日,M 碩士,50,0,13,21 臺南市,1 一般
112,0005,國立成功大學,04131124,國際企業研究所,D 日,D 博士,13,0,1,21 臺南市,1 一般
112,0005,國立成功大學,04131124,國際企業研究所,D 日,M 碩士,67,7,51,21 臺南市,1 一般
112,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),D 日,D 博士,11,0,0,21 臺南市,1 一般
112,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),D 日,M 碩士,74,7,21,21 臺南市,1 一般
112,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),N 職,M 碩士,66,0,16,21 臺南市,1 一般
112,0005,國立成功大學,04131135,高階經營管理博士學位學程,D 日,D 博士,8,2,0,21 臺南市,1 一般
112,0005,國立成功大學,04199024,海洋科技與事務研究所,D 日,D 博士,15,0,2,21 臺南市,1 一般
112,0005,國立成功大學,04199024,海洋科技與事務研究所,D 日,M 碩士,17,4,3,21 臺南市,1 一般
112,0005,國立成功大學,04199057,工業與資訊管理學系,D 日,D 博士,14,0,1,21 臺南市,1 一般
112,0005,國立成功大學,04199057,工業與資訊管理學系,D 日,M 碩士,84,0,43,21 臺南市,1 一般
112,0005,國立成功大學,04199057,工業與資訊管理學系,N 職,M 碩士,109,0,25,21 臺南市,1 一般
112,0005,國立成功大學,04199057,工業與資訊管理學系,D 日,B 學士,251,12,61,21 臺南市,1 一般
112,0005,國立成功大學,04212001,法律學系,D 日,D 博士,27,0,2,21 臺南市,1 一般
112,0005,國立成功大學,04212001,法律學系,D 日,M 碩士,156,0,33,21 臺南市,1 一般
112,0005,國立成功大學,04212001,法律學系,N 職,M 碩士,68,0,3,21 臺南市,1 一般
112,0005,國立成功大學,04212001,法律學系,D 日,B 學士,297,24,63,21 臺南市,1 一般
112,0005,國立成功大學,05111003,生命科學系,D 日,D 博士,22,0,7,21 臺南市,1 一般
112,0005,國立成功大學,05111003,生命科學系,D 日,M 碩士,58,0,16,21 臺南市,1 一般
112,0005,國立成功大學,05111003,生命科學系,D 日,B 學士,198,19,48,21 臺南市,1 一般
112,0005,國立成功大學,05111132,熱帶植物與微生物科學研究所,D 日,M 碩士,26,5,8,21 臺南市,1 一般
112,0005,國立成功大學,05121008,生物科技與產業科學系,D 日,D 博士,29,0,1,21 臺南市,1 一般
112,0005,國立成功大學,05121008,生物科技與產業科學系,D 日,M 碩士,78,0,27,21 臺南市,1 一般
112,0005,國立成功大學,05121008,生物科技與產業科學系,D 日,B 學士,193,21,42,21 臺南市,1 一般
112,0005,國立成功大學,05122009,微生物及免疫學研究所,D 日,M 碩士,50,8,22,21 臺南市,1 一般
112,0005,國立成功大學,05123010,生物化學暨分子生物學研究所,D 日,M 碩士,52,10,15,21 臺南市,1 一般
112,0005,國立成功大學,05199016,跨領域神經科學國際博士學位學程(跨領域神經科學國際研究生博士學位學程),D 日,D 博士,9,0,4,21 臺南市,1 一般
112,0005,國立成功大學,05291025,自然災害減災及管理國際碩士學位學程,D 日,M 碩士,22,0,5,21 臺南市,1 一般
112,0005,國立成功大學,05311017,化學系,D 日,D 博士,12,0,1,21 臺南市,1 一般
112,0005,國立成功大學,05311017,化學系,D 日,M 碩士,138,0,61,21 臺南市,1 一般
112,0005,國立成功大學,05311017,化學系,D 日,B 學士,275,25,44,21 臺南市,1 一般
112,0005,國立成功大學,05321019,地球科學系,D 日,D 博士,11,0,1,21 臺南市,1 一般
112,0005,國立成功大學,05321019,地球科學系,D 日,M 碩士,51,0,16,21 臺南市,1 一般
112,0005,國立成功大學,05321019,地球科學系,N 職,M 碩士,8,0,1,21 臺南市,1 一般
112,0005,國立成功大學,05321019,地球科學系,D 日,B 學士,167,17,31,21 臺南市,1 一般
112,0005,國立成功大學,05331021,物理學系,D 日,D 博士,43,0,5,21 臺南市,1 一般
112,0005,國立成功大學,05331021,物理學系,D 日,M 碩士,121,0,34,21 臺南市,1 一般
112,0005,國立成功大學,05331021,物理學系,D 日,B 學士,234,34,45,21 臺南市,1 一般
112,0005,國立成功大學,05331023,太空與電漿科學研究所,D 日,D 博士,0,0,2,21 臺南市,1 一般
112,0005,國立成功大學,05331023,太空與電漿科學研究所,D 日,M 碩士,14,6,4,21 臺南市,1 一般
112,0005,國立成功大學,05411027,數學系,D 日,D 博士,15,0,0,21 臺南市,1 一般
112,0005,國立成功大學,05411027,數學系,D 日,M 碩士,58,0,8,21 臺南市,1 一般
112,0005,國立成功大學,05411027,數學系,D 日,B 學士,237,33,47,21 臺南市,1 一般
112,0005,國立成功大學,05421029,統計學系,D 日,D 博士,11,0,0,21 臺南市,1 一般
112,0005,國立成功大學,05421029,統計學系,D 日,M 碩士,35,0,14,21 臺南市,1 一般
112,0005,國立成功大學,05421029,統計學系,D 日,B 學士,259,11,77,21 臺南市,1 一般
112,0005,國立成功大學,05421128,數據科學研究所,D 日,M 碩士,22,5,7,21 臺南市,1 一般
112,0005,國立成功大學,06131030,資訊管理研究所,D 日,D 博士,20,0,0,21 臺南市,1 一般
112,0005,國立成功大學,06131030,資訊管理研究所,D 日,M 碩士,70,7,27,21 臺南市,1 一般
112,0005,國立成功大學,06131031,多媒體系統與智慧型運算工程博士學位學程,D 日,D 博士,2,0,2,21 臺南市,1 一般
112,0005,國立成功大學,06131036,資訊工程學系,D 日,D 博士,85,0,12,21 臺南市,1 一般
112,0005,國立成功大學,06131036,資訊工程學系,D 日,M 碩士,351,0,138,21 臺南市,1 一般
112,0005,國立成功大學,06131036,資訊工程學系人工智慧與資訊系統碩士在職專班,N 職,M 碩士,42,0,3,21 臺南市,1 一般
112,0005,國立成功大學,06131036,資訊工程學系,D 日,B 學士,532,36,102,21 臺南市,1 一般
112,0005,國立成功大學,06131037,電腦與通信工程研究所,D 日,D 博士,21,0,1,21 臺南市,1 一般
112,0005,國立成功大學,06131037,電腦與通信工程研究所,D 日,M 碩士,156,14,80,21 臺南市,1 一般
112,0005,國立成功大學,06131095,醫學資訊研究所,D 日,M 碩士,28,0,15,21 臺南市,1 一般
112,0005,國立成功大學,06131131,人工智慧科技碩士學位學程,D 日,M 碩士,39,0,20,21 臺南市,1 一般
112,0005,國立成功大學,06131136,智慧運算工程博士學位學程,D 日,D 博士,3,2,0,21 臺南市,1 一般
112,0005,國立成功大學,06131138,智慧運算碩士學位學程,D 日,M 碩士,16,3,0,21 臺南市,1 一般
112,0005,國立成功大學,06131139,智慧資訊安全碩士學位學程,D 日,M 碩士,13,2,0,21 臺南市,1 一般
112,0005,國立成功大學,07111050,化學工程學系,D 日,D 博士,42,0,11,21 臺南市,1 一般
112,0005,國立成功大學,07111050,化學工程學系,D 日,M 碩士,274,0,129,21 臺南市,1 一般
112,0005,國立成功大學,07111050,化學工程學系,D 日,B 學士,559,34,132,21 臺南市,1 一般
112,0005,國立成功大學,07112063,材料科學及工程學系,D 日,D 博士,52,0,5,21 臺南市,1 一般
112,0005,國立成功大學,07112063,材料科學及工程學系,D 日,M 碩士,323,0,122,21 臺南市,1 一般
112,0005,國立成功大學,07112063,材料科學及工程學系,D 日,B 學士,399,30,99,21 臺南市,1 一般
112,0005,國立成功大學,07112065,尖端材料國際碩士學位學程,D 日,M 碩士,5,0,3,21 臺南市,1 一般
112,0005,國立成功大學,07121070,環境工程學系,D 日,D 博士,17,0,2,21 臺南市,1 一般
112,0005,國立成功大學,07121070,環境工程學系,D 日,M 碩士,92,0,38,21 臺南市,1 一般
112,0005,國立成功大學,07121070,環境工程學系,D 日,B 學士,224,15,50,21 臺南市,1 一般
112,0005,國立成功大學,07122026,水利及海洋工程學系,D 日,D 博士,27,0,9,21 臺南市,1 一般
112,0005,國立成功大學,07122026,水利及海洋工程學系,D 日,M 碩士,80,0,38,21 臺南市,1 一般
112,0005,國立成功大學,07122026,水利及海洋工程學系,N 職,M 碩士,28,0,3,21 臺南市,1 一般
112,0005,國立成功大學,07122026,水利及海洋工程學系,D 日,B 學士,192,17,29,21 臺南市,1 一般
112,0005,國立成功大學,07132052,能源工程國際博士學位學程,D 日,D 博士,11,0,1,21 臺南市,1 一般
112,0005,國立成功大學,07132052,能源工程國際碩士學位學程,D 日,M 碩士,30,0,15,21 臺南市,1 一般
112,0005,國立成功大學,07132052,能源工程國際學士學位學程,D 日,B 學士,111,0,28,21 臺南市,1 一般
112,0005,國立成功大學,07141032,電機工程學系,D 日,D 博士,113,0,13,21 臺南市,1 一般
112,0005,國立成功大學,07141032,電機工程學系,D 日,M 碩士,820,0,290,21 臺南市,1 一般
112,0005,國立成功大學,07141032,電機工程學系,N 職,M 碩士,48,0,14,21 臺南市,1 一般
112,0005,國立成功大學,07141032,電機工程學系,D 日,B 學士,719,47,154,21 臺南市,1 一般
112,0005,國立成功大學,07141033,微電子工程研究所,D 日,D 博士,39,0,5,21 臺南市,1 一般
112,0005,國立成功大學,07141033,微電子工程研究所,D 日,M 碩士,127,12,65,21 臺南市,1 一般
112,0005,國立成功大學,07141035,光電科學與工程學系,D 日,D 博士,34,0,7,21 臺南市,1 一般
112,0005,國立成功大學,07141035,光電科學與工程學系,D 日,M 碩士,171,0,75,21 臺南市,1 一般
112,0005,國立成功大學,07141035,光電科學與工程學系,D 日,B 學士,245,23,46,21 臺南市,1 一般
112,0005,國立成功大學,07141040,奈米積體電路工程博士學位學程,D 日,D 博士,6,0,0,21 臺南市,1 一般
112,0005,國立成功大學,07141040,奈米積體電路工程碩士學位學程,D 日,M 碩士,41,4,15,21 臺南市,1 一般
112,0005,國立成功大學,07141041,製造資訊與系統研究所,D 日,D 博士,31,0,3,21 臺南市,1 一般
112,0005,國立成功大學,07141041,製造資訊與系統研究所,D 日,M 碩士,65,7,30,21 臺南市,1 一般
112,0005,國立成功大學,07141071,工程科學系,D 日,D 博士,46,0,6,21 臺南市,1 一般
112,0005,國立成功大學,07141071,工程科學系,D 日,M 碩士,233,0,84,21 臺南市,1 一般
112,0005,國立成功大學,07141071,工程科學系,N 職,M 碩士,147,0,28,21 臺南市,1 一般
112,0005,國立成功大學,07141071,工程科學系,D 日,B 學士,286,21,66,21 臺南市,1 一般
112,0005,國立成功大學,07141134,人工智慧機器人碩士學位學程,D 日,M 碩士,24,2,11,21 臺南市,1 一般
112,0005,國立成功大學,07151042,機械工程學系,D 日,D 博士,49,0,5,21 臺南市,1 一般
112,0005,國立成功大學,07151042,機械工程學系,D 日,M 碩士,434,0,175,21 臺南市,1 一般
112,0005,國立成功大學,07151042,機械工程學系,D 日,B 學士,695,45,123,21 臺南市,1 一般
112,0005,國立成功大學,07151133,智慧製造國際碩士學位學程,D 日,M 碩士,21,0,4,21 臺南市,1 一般
112,0005,國立成功大學,07162043,航空太空工程學系,D 日,D 博士,38,0,4,21 臺南市,1 一般
112,0005,國立成功大學,07162043,航空太空工程學系,D 日,M 碩士,199,0,92,21 臺南市,1 一般
112,0005,國立成功大學,07162043,航空太空工程學系,N 職,M 碩士,50,0,7,21 臺南市,1 一般
112,0005,國立成功大學,07162043,航空太空工程學系,D 日,B 學士,262,28,60,21 臺南市,1 一般
112,0005,國立成功大學,07162100,民航研究所,D 日,M 碩士,19,0,8,21 臺南市,1 一般
112,0005,國立成功大學,07162140,太空系統工程研究所,D 日,M 碩士,14,3,0,21 臺南市,1 一般
112,0005,國立成功大學,07163044,系統及船舶機電工程學系,D 日,D 博士,10,0,5,21 臺南市,1 一般
112,0005,國立成功大學,07163044,系統及船舶機電工程學系,D 日,M 碩士,94,0,33,21 臺南市,1 一般
112,0005,國立成功大學,07163044,系統及船舶機電工程學系,D 日,B 學士,227,17,35,21 臺南市,1 一般
112,0005,國立成功大學,07191072,工程管理碩士在職專班,N 職,M 碩士,130,1,44,21 臺南市,1 一般
112,0005,國立成功大學,07193061,生物醫學工程學系,D 日,D 博士,89,0,8,21 臺南市,1 一般
112,0005,國立成功大學,07193061,生物醫學工程學系,D 日,M 碩士,117,0,36,21 臺南市,1 一般
112,0005,國立成功大學,07193061,生物醫學工程學系,D 日,B 學士,164,19,39,21 臺南市,1 一般
112,0005,國立成功大學,07241064,資源工程學系,D 日,D 博士,33,0,7,21 臺南市,1 一般
